#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","MOD1-EC1644",,"PDT000248642.1","2017-10-05T21:25:34Z","USA: MI","feces","clinical","Homo sapiens",,,,"SAMN05607393","GCA_002460165.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1640",,"PDT000248643.1","2017-10-05T21:25:34Z","USA: VA","feces","clinical","Homo sapiens","PDS000008061.2",,1,"SAMN05607398","GCA_002460185.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1643",,"PDT000248644.1","2017-10-05T21:25:43Z","USA: MI","feces","clinical","Homo sapiens",,,,"SAMN05607395","GCA_002460175.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,fosA7,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1645",,"PDT000248645.1","2017-10-05T21:25:44Z","Germany","feces","environmental/other","Ovis aries",,,,"SAMN05607394","GCA_002460155.1","blaEC,sat2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1638",,"PDT000248646.1","2017-10-05T21:26:11Z","Italy","feces","environmental/other","Sus scrofa","PDS000008052.3",2,1,"SAMN05607400","GCA_002460235.1","aadA13,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1634",,"PDT000248647.1","2017-10-05T21:26:14Z","Canada","feces","clinical","Homo sapiens",,,,"SAMN05607404","GCA_002460245.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1632",,"PDT000248648.1","2017-10-05T21:26:24Z","Canada","feces","clinical","Homo sapiens","PDS000007918.6",,2,"SAMN05607406","GCA_002460265.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1628",,"PDT000248649.1","2017-10-05T21:26:30Z","Canada","feces","clinical","Homo sapiens",,,,"SAMN05607407","GCA_002460255.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1619",,"PDT000248650.1","2017-10-05T21:27:06Z","USA: SD","feces","clinical","Homo sapiens","PDS000016345.1",,30,"SAMN05607411","GCA_002460325.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1598",,"PDT000248651.1","2017-10-05T21:27:14Z","USA: MI","feces","clinical","Homo sapiens","PDS000011580.2",27,,"SAMN05607412","GCA_002460335.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1620",,"PDT000248652.1","2017-10-05T21:27:15Z","USA: GA","feces","clinical","Homo sapiens",,,,"SAMN05607410","GCA_002460315.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1752",,"PDT000248653.1","2017-10-05T21:27:26Z","USA: NE","feces","clinical","Homo sapiens","PDS000001062.9",32,13,"SAMN05605270","GCA_002460345.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1701",,"PDT000248654.1","2017-10-05T21:27:50Z","USA: MT","feces","clinical","Homo sapiens",,,,"SAMN05607349","GCA_002460395.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1718",,"PDT000248655.1","2017-10-05T21:28:02Z","USA: ID","feces","clinical","Homo sapiens",,,,"SAMN05607341","GCA_002460415.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1696",,"PDT000248656.1","2017-10-05T21:28:11Z","Germany","feces","clinical","Homo sapiens",,,,"SAMN05607352","GCA_002460435.1","blaEC,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1749",,"PDT000248657.1","2017-10-05T21:28:19Z","Germany","feces","environmental/other","Bos taurus",,,,"SAMN05605273","GCA_002460405.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1690",,"PDT000248658.1","2017-10-05T21:28:36Z","Argentina","feces","clinical","Homo sapiens","PDS000016356.1",28,,"SAMN05607356","GCA_002460475.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1682",,"PDT000248659.1","2017-10-05T21:28:47Z","USA: MI","feces","clinical","Homo sapiens","PDS000008062.2",3,,"SAMN05607364","GCA_002460495.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1688",,"PDT000248660.1","2017-10-05T21:28:48Z","USA: CA","feces","clinical","Homo sapiens","PDS000016368.1",17,,"SAMN05607358","GCA_002460505.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1679",,"PDT000248661.1","2017-10-05T21:29:14Z","Germany",,"clinical",,"PDS000008063.4",20,8,"SAMN05607367","GCA_002460535.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1672",,"PDT000248662.1","2017-10-05T21:29:22Z","Uruguay","feces","clinical","Homo sapiens",,,,"SAMN05607372","GCA_002460545.1","blaEC,fosA7","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1667",,"PDT000248663.1","2017-10-05T21:29:24Z","Germany",,"clinical",,,,,"SAMN05607376","GCA_002460565.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1670",,"PDT000248664.1","2017-10-05T21:29:31Z","Japan","feces","clinical","Homo sapiens",,,,"SAMN05607373","GCA_002460555.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1656",,"PDT000248665.1","2017-10-05T21:30:08Z","USA: MA","feces","clinical","Homo sapiens",,,,"SAMN05607385","GCA_002460625.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1666",,"PDT000248666.1","2017-10-05T21:30:10Z","Norway","feces","environmental/other","Ovis aries",,,,"SAMN05607377","GCA_002460615.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1653",,"PDT000248667.1","2017-10-05T21:30:10Z","Germany","feces","clinical","Homo sapiens","PDS000026180.1",,31,"SAMN05607386","GCA_002460635.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1652",,"PDT000248668.1","2017-10-05T21:30:30Z","Germany","feces","clinical","Homo sapiens",,,,"SAMN05607387","GCA_002460645.1","aac(3)-IV,aadA1,aadA2,aph(4)-Ia,blaEC,catA1,cmlA1,qacL,sul3","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1641",,"PDT000248669.1","2017-10-05T21:30:56Z","USA: NE","feces","clinical","Homo sapiens",,,,"SAMN05607397","GCA_002460705.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1646",,"PDT000248670.1","2017-10-05T21:30:57Z","Germany","feces","environmental/other","Ovis aries","PDS000008060.8",1,1,"SAMN05607392","GCA_002460715.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1639",,"PDT000248671.1","2017-10-05T21:31:07Z","Germany","feces","clinical","Homo sapiens",,,,"SAMN05607399","GCA_002460695.1","aadA1,ant(2'')-Ia,aph(3'')-Ib,aph(6)-Id,blaEC,catA1,mph(B),qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1637",,"PDT000248672.1","2017-10-05T21:31:09Z",,"feces","environmental/other","Sus scrofa",,,,"SAMN05607402","GCA_002460735.1","aadA1,blaEC,mph(B),qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1635",,"PDT000248673.1","2017-10-05T21:31:44Z","Canada","feces","clinical","Homo sapiens",,,,"SAMN05607403","GCA_002460775.1","blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1633",,"PDT000248674.1","2017-10-05T21:31:45Z","Canada","feces","clinical","Homo sapiens",,,,"SAMN05607405","GCA_002460805.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1627",,"PDT000248675.1","2017-10-05T21:31:53Z","Canada","feces","clinical","Homo sapiens","PDS000007917.2",26,,"SAMN05607408","GCA_002460795.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1636",,"PDT000248676.1","2017-10-05T21:31:59Z","United Kingdom","feces","environmental/other","Sus scrofa","PDS000008054.2",20,,"SAMN05607401","GCA_002460785.1","aadA1,blaEC,blaTEM-1,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1626",,"PDT000248677.1","2017-10-05T21:32:20Z","Germany","feces","clinical","Homo sapiens",,,,"SAMN05607409","GCA_002460855.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1580",,"PDT000248678.1","2017-10-05T21:32:29Z","Germany","feces","clinical","Homo sapiens","PDS000000998.24",4,27,"SAMN05296552","GCA_002460865.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1569",,"PDT000248679.1","2017-10-05T21:32:31Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591742","GCA_002460895.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1576",,"PDT000248680.1","2017-10-05T21:32:37Z",,"food","environmental/other",,"PDS000000944.7",6,8,"SAMN05607413","GCA_002460875.1","aph(3'')-Ib,blaEC,blaTEM-1,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1565",,"PDT000248681.1","2017-10-05T21:33:21Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591699","GCA_002460935.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1564",,"PDT000248682.1","2017-10-05T21:33:27Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591700","GCA_002460965.1","blaEC,blaTEM-1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1568",,"PDT000248683.1","2017-10-05T21:33:31Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591696","GCA_002460945.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1566",,"PDT000248684.1","2017-10-05T21:33:32Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591698","GCA_002460955.1","aadA1,blaEC,blaTEM-1,dfrA1,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1562",,"PDT000248685.1","2017-10-05T21:34:02Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591702","GCA_002461015.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1559",,"PDT000248686.1","2017-10-05T21:34:05Z","Guinea-Bissau","feces","clinical","Homo sapiens","PDS000016361.1",14,,"SAMN05591705","GCA_002461025.1","blaEC,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1558",,"PDT000248687.1","2017-10-05T21:34:14Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591706","GCA_002461055.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1561",,"PDT000248688.1","2017-10-05T21:34:16Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591703","GCA_002461035.1","aadA1,blaEC,blaTEM-1,catA1,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1557",,"PDT000248689.1","2017-10-05T21:34:37Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591707","GCA_002461095.1","blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1556",,"PDT000248690.1","2017-10-05T21:34:40Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591708","GCA_002461105.1","blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1553",,"PDT000248691.1","2017-10-05T21:34:48Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591711","GCA_002461115.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1552",,"PDT000248692.1","2017-10-05T21:34:59Z","Guinea-Bissau","feces","clinical","Homo sapiens","PDS000000823.6",12,11,"SAMN05591712","GCA_002461145.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1549",,"PDT000248693.1","2017-10-05T21:35:14Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591715","GCA_002461175.1","aph(6)-Id,blaEC,blaTEM-1,dfrA14,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1546",,"PDT000248694.1","2017-10-05T21:35:24Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591718","GCA_002461205.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1548",,"PDT000248695.1","2017-10-05T21:35:28Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591716","GCA_002461185.1","aadA24,blaEC-5,dfrA15,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1545",,"PDT000248696.1","2017-10-05T21:35:35Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591719","GCA_002461225.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1544",,"PDT000248697.1","2017-10-05T21:35:53Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591720","GCA_002461255.1","blaEC,blaTEM-166","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1540",,"PDT000248698.1","2017-10-05T21:35:55Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591724","GCA_002461265.1","aadA24,blaEC,dfrA15,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1539",,"PDT000248699.1","2017-10-05T21:36:12Z","Guinea-Bissau","feces","clinical","Homo sapiens","PDS000034729.1",65,,"SAMN05591725","GCA_002461275.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(A),tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1538",,"PDT000248700.1","2017-10-05T21:36:20Z","Guinea-Bissau","feces","clinical","Homo sapiens","PDS000034729.1",65,,"SAMN05591726","GCA_002461305.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(A),tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1512",,"PDT000248701.1","2017-10-05T21:36:34Z","Canada","feces","environmental/other","Bos taurus","PDS000016354.3",18,,"SAMN05591729","GCA_002461345.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1537",,"PDT000248702.1","2017-10-05T21:36:35Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591727","GCA_002461335.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1510",,"PDT000248703.1","2017-10-05T21:37:09Z","Germany","feces","environmental/other","Bos taurus","PDS000016345.1",,30,"SAMN05591731","GCA_002461385.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1507",,"PDT000248704.1","2017-10-05T21:37:10Z","USA: WA","feces","clinical","Homo sapiens","PDS000016399.1",26,,"SAMN05591734","GCA_002461375.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1494",,"PDT000248705.1","2017-10-05T21:37:25Z","United Kingdom","feces","environmental/other","Bos taurus","PDS000035375.1",49,,"SAMN05591666","GCA_002461405.1","aadA1,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1496",,"PDT000248706.1","2017-10-05T21:37:32Z","USA: WA","feces","clinical","Homo sapiens","PDS000035372.1",64,,"SAMN05591739","GCA_002461395.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1493",,"PDT000248707.1","2017-10-05T21:37:53Z","Germany","feces","clinical","Homo sapiens","PDS000007686.3",4,7,"SAMN05591667","GCA_002461455.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA14,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1491",,"PDT000248708.1","2017-10-05T21:38:00Z","USA: WA","feces","clinical","Homo sapiens","PDS000011106.5",17,18,"SAMN05591669","GCA_002461465.1","aadA1,aph(3')-Ia,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1405",,"PDT000248709.1","2017-10-05T21:38:10Z","USA: TX","feces","clinical","Homo sapiens","PDS000003467.15",1,2,"SAMN05591673","GCA_002461485.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1404",,"PDT000248710.1","2017-10-05T21:38:14Z","United Kingdom","feces","clinical","Homo sapiens",,,,"SAMN06045922","GCA_002461505.1","blaEC,blaTEM-1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1403",,"PDT000248711.1","2017-10-05T21:38:45Z","Germany","feces","environmental/other","Bos taurus","PDS000035373.1",,75,"SAMN05591674","GCA_002461535.1","aadA1,blaEC,mph(B),qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1401",,"PDT000248712.1","2017-10-05T21:38:53Z","Germany","feces","clinical","Homo sapiens","PDS000007686.3",4,3,"SAMN05296551","GCA_002461555.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA14,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1402",,"PDT000248713.1","2017-10-05T21:38:54Z","USA: FL","feces","clinical","Homo sapiens",,,,"SAMN05591675","GCA_002461545.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1400",,"PDT000248714.1","2017-10-05T21:38:58Z","USA: NE","feces","clinical","Homo sapiens","PDS000011115.4",0,6,"SAMN05591676","GCA_002461565.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1394",,"PDT000248715.1","2017-10-05T21:39:31Z","USA: WA","feces","clinical","Homo sapiens",,,,"SAMN05591681","GCA_002461625.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1393",,"PDT000248716.1","2017-10-05T21:39:36Z","USA: OH","feces","clinical","Homo sapiens",,,,"SAMN05591682","GCA_002461635.1","aph(3'')-Ib,aph(6)-Id,blaEC-5,blaTEM-1,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1392",,"PDT000248717.1","2017-10-05T21:39:40Z","Brazil","feces","clinical","Homo sapiens",,,,"SAMN05591683","GCA_002461645.1","aph(3'')-Ib,aph(6)-I,blaEC,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1397",,"PDT000248718.1","2017-10-05T21:39:42Z",,"feces","clinical","Homo sapiens",,,,"SAMN05591679","GCA_002461615.1","aadA1,sat2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1389",,"PDT000248719.1","2017-10-05T21:40:04Z",,"feces","clinical","Homo sapiens","PDS000000636.5",5,,"SAMN05591684","GCA_002461695.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1383",,"PDT000248720.1","2017-10-05T21:40:28Z","Peru","feces","clinical","Homo sapiens",,,,"SAMN05591690","GCA_002461715.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1230",,"PDT000248721.1","2017-10-05T21:40:33Z","USA","feces","clinical","Homo sapiens","PDS000000963.6",,4,"SAMN05296549","GCA_002461735.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1385",,"PDT000248722.1","2017-10-05T21:40:37Z","USA: RI","feces","clinical","Homo sapiens",,,,"SAMN05591688","GCA_002461705.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,tet(C)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1223",,"PDT000248723.1","2017-10-05T21:40:41Z","Canada","feces","clinical","Homo sapiens",,,,"SAMN05591693","GCA_002461775.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1570",,"PDT000248724.1","2017-10-05T21:41:12Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591741","GCA_002461805.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1560",,"PDT000248725.1","2017-10-05T21:41:16Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591704","GCA_002461825.1","aadA1,aph(6)-Id,blaEC,blaSHV-1,catA1,dfrA14,qacEdelta1,sul1,sul2,tet(D)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1216",,"PDT000248726.1","2017-10-05T21:41:17Z","USA","feces","clinical","Homo sapiens",,,,"SAMN05591694","GCA_002461795.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1563",,"PDT000248727.1","2017-10-05T21:41:24Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591701","GCA_002461815.1","aadA24,blaEC,dfrA15,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1551",,"PDT000248728.1","2017-10-05T21:41:51Z","Guinea-Bissau","feces","clinical","Homo sapiens","PDS000016361.1",14,,"SAMN05591713","GCA_002461885.1","blaEC,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1555",,"PDT000248729.1","2017-10-05T21:41:54Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591709","GCA_002461875.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,dfrA8,sat2,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1550",,"PDT000248730.1","2017-10-05T21:42:00Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591714","GCA_002461895.1","aadA24,blaEC,blaTEM-1,dfrA15,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1547",,"PDT000248731.1","2017-10-05T21:42:11Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591717","GCA_002461905.1","blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1542",,"PDT000248732.1","2017-10-05T21:42:29Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591722","GCA_002461965.1","blaEC,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1543",,"PDT000248733.1","2017-10-05T21:42:33Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591721","GCA_002461955.1","blaEC,blaTEM-1,dfrA1,sat2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1536",,"PDT000248734.1","2017-10-05T21:42:40Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591728","GCA_002462005.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1541",,"PDT000248735.1","2017-10-05T21:42:46Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05591723","GCA_002461975.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1509",,"PDT000248736.1","2017-10-05T21:43:11Z","USA: NC","feces","clinical","Homo sapiens",,,,"SAMN05591732","GCA_002462035.1","blaEC,fosA7","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1508",,"PDT000248737.1","2017-10-05T21:43:11Z","Canada","feces","clinical","Homo sapiens",,,,"SAMN05591733","GCA_002462045.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1505",,"PDT000248738.1","2017-10-05T21:43:16Z","United Kingdom","feces","clinical","Homo sapiens",,,,"SAMN05591735","GCA_002462055.1","aadA1,blaEC,blaTEM-1,catA1,qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1500",,"PDT000248739.1","2017-10-05T21:43:32Z","Italy","feces","clinical","Homo sapiens",,,,"SAMN05591736","GCA_002462085.1","aadA1,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1497",,"PDT000248740.1","2017-10-05T21:44:01Z","Chile","feces","clinical","Homo sapiens",,,,"SAMN05591738","GCA_002462125.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1492",,"PDT000248741.1","2017-10-05T21:44:10Z","Germany","feces","clinical","Homo sapiens","PDS000007687.2",35,32,"SAMN05591668","GCA_002462135.1","aac(3)-IIa,aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1498",,"PDT000248742.1","2017-10-05T21:44:17Z","USA: CA","feces","environmental/other","Bos taurus",,,,"SAMN05591737","GCA_002462115.1","aac(3)-IV,aadA1,aadA2,aph(3'')-Ib,aph(3')-I,aph(4)-Ia,aph(6)-Id,blaTEM-1,cmlA1,qacG2,qacL,sul3,tet(A),tet(M)","PDG000000004.1006"
