uberstrain	name	data.source.accession.no..sequencing.platform.sequencing.library.insert.size.experiment.status.	source.niche	source.type	source.details	collection.year	collection.month	collection.day	collection.time	continent	country	region	district	city	post.code	latitude	longitude	lab.contact	species	serological.group	serotype	ecor.cluster	pathogen.non.pathogen	simple.patho	simple.disease	comment	bio.project.id	project.id	disease	sample.id	secondary.sample.id	date.entered	release.date	barcode	status	coverage	n50	length	species.1	contig.number...200.bp.	low.quality.bases	assembly.barcode	version
esc_ha0658aa	376121	srr5998791;illumina;paired;;srx3154270	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595911	srs2486105	2017-09-03	2017-09-02	esc_ha0658aa	assembled	68	142958	5308712	escherichia coli / shigella;99.48%	208	3697	esc_pa2441aa_as	3.61
esc_ha0659aa	364582	srr5998790;illumina;paired;;srx3154269	human	human	human; homo sapiens	2017	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595910	srs2486104	2017-09-03	2017-09-02	esc_ha0659aa	assembled	64	155304	5337776	escherichia coli / shigella;98.24%	317	6672	esc_pa2440aa_as	3.61
esc_ha0661aa	310011	srr5998788;illumina;paired;;srx3154267	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595913	srs2486102	2017-09-03	2017-09-02	esc_ha0661aa	assembled	78	137652	5580238	escherichia coli / shigella;97.09%	353	7036	esc_pa2438aa_as	3.61
esc_ha0662aa	329847	srr5998787;illumina;paired;;srx3154266	human	human	human; homo sapiens	2016	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595918	srs2486101	2017-09-03	2017-09-02	esc_ha0662aa	assembled	119	241001	5254351	escherichia coli / shigella;98.32%	268	3886	esc_pa2437aa_as	3.61
esc_ha0663aa	296834	srr5998786;illumina;paired;;srx3154265	human	human	human; homo sapiens	2016	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595915	srs2486100	2017-09-03	2017-09-02	esc_ha0663aa	assembled	82	155731	5272788	escherichia coli / shigella;98.3%	349	6229	esc_pa2436aa_as	3.61
esc_ha0664aa	333060	srr5998785;illumina;paired;;srx3154264	human	human	human; homo sapiens	2015	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595906	srs2486099	2017-09-03	2017-09-02	esc_ha0664aa	assembled	62	109527	5204374	escherichia coli / shigella;97.2%	248	5661	esc_pa2435aa_as	3.61
esc_ha0665aa	319790	srr5998784;illumina;paired;;srx3154263	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595908	srs2486098	2017-09-03	2017-09-02	esc_ha0665aa	assembled	67	114198	5270752	escherichia coli / shigella;97.88%	216	3664	esc_pa2434aa_as	3.61
esc_ha0666aa	342932	srr5998783;illumina;paired;;srx3154262	human	human	human; homo sapiens	2017	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595912	srs2486097	2017-09-03	2017-09-02	esc_ha0666aa	assembled	60	137573	5314738	escherichia coli / shigella;97.72%	347	18230	esc_pa2433aa_as	3.61
esc_ha0667aa	330547	srr5998782;illumina;paired;;srx3154261	human	human	human; homo sapiens	2017	1	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595914	srs2486096	2017-09-03	2017-09-02	esc_ha0667aa	assembled	75	160999	5380635	escherichia coli / shigella;96.8%	277	3894	esc_pa2432aa_as	3.61
esc_ha0669aa	347958	srr5998780;illumina;paired;;srx3154259	human	human	human; homo sapiens	2017	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595903	srs2486094	2017-09-03	2017-09-02	esc_ha0669aa	assembled	41	150970	5226894	escherichia coli / shigella;98.7%	224	9621	esc_pa2430aa_as	3.61
esc_ha0670aa	312117	srr5998772;illumina;paired;;srx3154251	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595905	srs2486086	2017-09-03	2017-09-02	esc_ha0670aa	assembled	81	246270	5216746	escherichia coli / shigella;98.27%	262	3502	esc_pa2429aa_as	3.61
esc_ha0671aa	318503	srr5998771;illumina;paired;;srx3154250	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595904	srs2486085	2017-09-03	2017-09-02	esc_ha0671aa	assembled	88	179566	5431810	escherichia coli / shigella;97.54%	339	5676	esc_pa2428aa_as	3.61
esc_ha0680aa	397404	srr6001344;illumina;paired;;srx3156729	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601819	srs2488241	2017-09-04	2017-09-04	esc_ha0680aa	assembled	38	152866	5272414	escherichia coli / shigella;99.3%	160	4691	esc_pa2544aa_as	3.61
esc_ha0681aa	318363	srr6001343;illumina;paired;;srx3156728	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601818	srs2488240	2017-09-04	2017-09-04	esc_ha0681aa	assembled	37	102171	5570177	escherichia coli / shigella;98.35%	273	7334	esc_pa2543aa_as	3.61
esc_ha0682aa	315289	srr6001341;illumina;paired;;srx3156727	human	human	human; homo sapiens	2014	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601814	srs2488239	2017-09-04	2017-09-04	esc_ha0682aa	assembled	63	146705	5289664	escherichia coli / shigella;98.67%	271	4840	esc_pa2542aa_as	3.61
esc_ha0683aa	370603	srr6001340;illumina;paired;;srx3156726	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601810	srs2488238	2017-09-04	2017-09-04	esc_ha0683aa	assembled	73	99826	5561515	escherichia coli / shigella;97.11%	352	8359	esc_pa2541aa_as	3.61
esc_ha0684aa	314885	srr6001339;illumina;paired;;srx3156725	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601813	srs2488237	2017-09-04	2017-09-04	esc_ha0684aa	assembled	161	146713	5296908	escherichia coli / shigella;97.26%	290	2959	esc_pa2540aa_as	3.61
esc_ha0685aa	313405	srr6001338;illumina;paired;;srx3156724	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601809	srs2488236	2017-09-04	2017-09-04	esc_ha0685aa	assembled	78	160521	5404005	escherichia coli / shigella;97.54%	316	5222	esc_pa2539aa_as	3.61
esc_ha0686aa	328702	srr6001337;illumina;paired;;srx3156723	human	human	human; homo sapiens	2015	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601816	srs2488235	2017-09-04	2017-09-04	esc_ha0686aa	assembled	73	146676	5470173	escherichia coli / shigella;100.0%	335	5136	esc_pa2538aa_as	3.61
esc_ha0687aa	364559	srr6001336;illumina;paired;;srx3156722	human	human	human; homo sapiens	2017	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601812	srs2488234	2017-09-04	2017-09-04	esc_ha0687aa	assembled	54	116443	5248880	escherichia coli / shigella;99.19%	267	8147	esc_pa5620aa_as	3.61
esc_ha0688aa	402720	srr6001335;illumina;paired;;srx3156721	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601817	srs2488233	2017-09-04	2017-09-04	esc_ha0688aa	assembled	50	146566	5414322	escherichia coli / shigella;99.45%	198	5014	esc_pa2536aa_as	3.61
esc_ha0689aa	389638	srr6001334;illumina;paired;;srx3156720	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601811	srs2488232	2017-09-04	2017-09-04	esc_ha0689aa	assembled	30	196472	5238186	escherichia coli / shigella;99.28%	148	6245	esc_pa2535aa_as	3.61
esc_ha0690aa	374058	srr6001333;illumina;paired;;srx3156719	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601815	srs2488231	2017-09-04	2017-09-04	esc_ha0690aa	assembled	83	146872	5327177	escherichia coli / shigella;97.45%	274	3717	esc_pa2534aa_as	3.61
esc_ha0691aa	348751	srr6001332;illumina;paired;;srx3156718	human	human	human; homo sapiens	2017	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601801	srs2488230	2017-09-04	2017-09-04	esc_ha0691aa	assembled	51	92181	4208547	escherichia coli / shigella;99.37%	319	27766	esc_pa2533aa_as	3.61
esc_ha0692aa	387220	srr6001331;illumina;paired;;srx3156717	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601804	srs2488227	2017-09-04	2017-09-04	esc_ha0692aa	assembled	50	147504	5383559	escherichia coli / shigella;100.0%	271	7296	esc_pa2532aa_as	3.61
esc_ha0693aa	328770	srr6001330;illumina;paired;;srx3156716	human	human	human; homo sapiens	2015	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601802	srs2488229	2017-09-04	2017-09-04	esc_ha0693aa	assembled	94	135499	5467204	escherichia coli / shigella;99.61%	274	3525	esc_pa2531aa_as	3.61
esc_ha0694aa	306575	srr6001329;illumina;paired;;srx3156715	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601806	srs2488228	2017-09-04	2017-09-04	esc_ha0694aa	assembled	103	133214	5429960	escherichia coli / shigella;99.64%	298	3917	esc_pa2530aa_as	3.61
esc_ha0695aa	364172	srr6001328;illumina;paired;;srx3156714	human	human	human; homo sapiens	2017	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601807	srs2488225	2017-09-04	2017-09-04	esc_ha0695aa	assembled	90	143333	5357122	escherichia coli / shigella;100.0%	316	4675	esc_pa2529aa_as	3.61
esc_ha0696aa	379341	srr6001327;illumina;paired;;srx3156713	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601808	srs2488224	2017-09-04	2017-09-04	esc_ha0696aa	assembled	71	57555	5178088	escherichia coli / shigella;98.22%	368	24082	esc_pa2528aa_as	3.61
esc_ha0697aa	312812	srr6001326;illumina;paired;;srx3156712	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601803	srs2488226	2017-09-04	2017-09-04	esc_ha0697aa	assembled	61	143371	5373248	escherichia coli / shigella;99.55%	260	5249	esc_pa2527aa_as	3.61
esc_ha0698aa	300711	srr6001325;illumina;paired;;srx3156711	human	human	human; homo sapiens	2016	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601805	srs2488223	2017-09-04	2017-09-04	esc_ha0698aa	assembled	66	134089	5552834	escherichia coli / shigella;96.11%	314	5678	esc_pa2526aa_as	3.61
esc_ha0699aa	347310	srr6001324;illumina;paired;;srx3156710	human	human	human; homo sapiens	2010	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601796	srs2488222	2017-09-04	2017-09-04	esc_ha0699aa	assembled	49	132233	5311929	escherichia coli / shigella;98.82%	188	4762	esc_pa2525aa_as	3.61
esc_ha0700aa	381285	srr6001323;illumina;paired;;srx3156709	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601797	srs2488221	2017-09-04	2017-09-04	esc_ha0700aa	assembled	64	80167	5318167	escherichia coli / shigella;98.94%	311	12721	esc_pa2524aa_as	3.61
esc_ha0701aa	271124	srr6001322;illumina;paired;;srx3156708	human	human	human; homo sapiens	2016	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601799	srs2488220	2017-09-04	2017-09-04	esc_ha0701aa	assembled	86	160661	5371122	escherichia coli / shigella;97.4%	327	5700	esc_pa2523aa_as	3.61
esc_ha0702aa	392877	srr6001321;illumina;paired;;srx3156707	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601795	srs2488219	2017-09-04	2017-09-04	esc_ha0702aa	assembled	120	148796	5368513	escherichia coli / shigella;99.64%	323	2917	esc_pa2522aa_as	3.61
esc_ha0703aa	315218	srr6001320;illumina;paired;;srx3156706	human	human	human; homo sapiens	2014	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601792	srs2488218	2017-09-04	2017-09-04	esc_ha0703aa	assembled	60	133230	5431127	escherichia coli / shigella;98.93%	321	6168	esc_pa2521aa_as	3.61
esc_ha0704aa	280628	srr6001319;illumina;paired;;srx3156705	human	human	human; homo sapiens	2009	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601800	srs2488217	2017-09-04	2017-09-04	esc_ha0704aa	assembled	79	169109	5260412	escherichia coli / shigella;99.53%	221	5162	esc_pa2520aa_as	3.61
esc_ha0705aa	397713	srr6001318;illumina;paired;;srx3156704	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601793	srs2488216	2017-09-04	2017-09-04	esc_ha0705aa	assembled	34	160715	5302922	escherichia coli / shigella;100.0%	188	6440	esc_pa2519aa_as	3.61
esc_ha0706aa	401706	srr6001317;illumina;paired;;srx3156703	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601794	srs2488215	2017-09-04	2017-09-04	esc_ha0706aa	assembled	60	174428	5373092	escherichia coli / shigella;99.26%	289	6579	esc_pa2518aa_as	3.61
esc_ha0707aa	341393	srr6001316;illumina;paired;;srx3156702	human	human	human; homo sapiens	2017	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601798	srs2488214	2017-09-04	2017-09-04	esc_ha0707aa	assembled	62	146703	5407822	escherichia coli / shigella;99.51%	376	17510	esc_pa2517aa_as	3.61
esc_ha0708aa	323093	srr6001315;illumina;paired;;srx3156701	human	human	human; homo sapiens	2016	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601791	srs2488213	2017-09-04	2017-09-04	esc_ha0708aa	assembled	82	140458	5471069	escherichia coli / shigella;97.51%	315	4786	esc_pa2516aa_as	3.61
esc_ha0709aa	356503	srr6001314;illumina;paired;;srx3156700	human	human	human; homo sapiens	2017	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601788	srs2488212	2017-09-04	2017-09-04	esc_ha0709aa	assembled	53	161370	5407264	escherichia coli / shigella;97.22%	295	5454	esc_pa2515aa_as	3.61
esc_ha0710aa	315160	srr6001313;illumina;paired;;srx3156699	human	human	human; homo sapiens	2014	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601790	srs2488211	2017-09-04	2017-09-04	esc_ha0710aa	assembled	93	150302	5382539	escherichia coli / shigella;98.49%	289	3392	esc_pa2514aa_as	3.61
esc_ha0711aa	373162	srr6001312;illumina;paired;;srx3156698	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601789	srs2488210	2017-09-04	2017-09-04	esc_ha0711aa	assembled	69	149172	5361962	escherichia coli / shigella;99.69%	332	6680	esc_pa2513aa_as	3.61
esc_ha0712aa	383848	srr6001311;illumina;paired;;srx3156697	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601785	srs2488209	2017-09-04	2017-09-04	esc_ha0712aa	assembled	174	83251	5376746	escherichia coli / shigella;99.56%	444	12062	esc_pa2512aa_as	3.61
esc_ha0713aa	389607	srr6001310;illumina;paired;;srx3156696	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601786	srs2488208	2017-09-04	2017-09-04	esc_ha0713aa	assembled	43	177745	5293786	escherichia coli / shigella;100.0%	172	5447	esc_pa2686aa_as	3.61
esc_ha0714aa	306443	srr6001309;illumina;paired;;srx3156695	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601782	srs2488207	2017-09-04	2017-09-04	esc_ha0714aa	assembled	81	146866	5368691	escherichia coli / shigella;96.98%	331	5115	esc_pa2685aa_as	3.61
esc_ha0715aa	313146	srr6001308;illumina;paired;;srx3156694	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601784	srs2488206	2017-09-04	2017-09-04	esc_ha0715aa	assembled	90	158048	5357813	escherichia coli / shigella;98.23%	324	5145	esc_pa2509aa_as	3.61
esc_ha0716aa	347308	srr6001307;illumina;paired;;srx3156693	human	human	human; homo sapiens	2010	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601780	srs2488205	2017-09-04	2017-09-04	esc_ha0716aa	assembled	57	144284	5348426	escherichia coli / shigella;99.61%	275	8791	esc_pa2508aa_as	3.61
esc_ha0718aa	378722	srr6001305;illumina;paired;;srx3156691	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601779	srs2488203	2017-09-04	2017-09-04	esc_ha0718aa	assembled	70	169046	5376727	escherichia coli / shigella;98.06%	289	5697	esc_pa2506aa_as	3.61
esc_ha0719aa	335293	srr6001304;illumina;paired;;srx3156690	human	human	human; homo sapiens	2017	1	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07601783	srs2488202	2017-09-04	2017-09-04	esc_ha0719aa	assembled	45	183008	5409582	escherichia coli / shigella;99.41%	180	5560	esc_pa2505aa_as	3.61
