study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6403	SAMEA24555418	ERS1470855	ERX2182484	ERR2125632	203	Campylobacter rectus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4475694	ERS1374873	ERX2182485	ERR2125633	87883	Burkholderia multivorans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4504065	ERS1403244	ERX2182486	ERR2125634	288768	Bordetella ansorpii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4521470	ERS1420649	ERX2182487	ERR2125635	333	Pseudomonas chlororaphis subsp. chlororaphis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4525295	ERS1424474	ERX2182488	ERR2125636	28128	Prevotella corporis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24556918	ERS1470857	ERX2182489	ERR2125637	736	Haemophilus paraphrohaemolyticus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24556168	ERS1470856	ERX2182490	ERR2125638	45076	Legionella worsleiensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24557668	ERS1470858	ERX2182491	ERR2125639	93221	Pandoraea pulmonicola	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24558418	ERS1470859	ERX2182492	ERR2125640	1502	Clostridium perfringens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24559168	ERS1470860	ERX2182493	ERR2125641	1553	Clostridium tetanomorphum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24561418	ERS1470863	ERX2182494	ERR2125642	1275	Kocuria rosea	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26381668	ERS1473290	ERX2182495	ERR2125643	44252	Paenibacillus macerans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26382418	ERS1473291	ERX2182496	ERR2125644	1396	Bacillus cereus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26383168	ERS1473292	ERX2182497	ERR2125645	1766	Mycolicibacterium fortuitum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26384668	ERS1473294	ERX2182498	ERR2125646	43765	Corynebacterium amycolatum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26385418	ERS1473295	ERX2182499	ERR2125647	1423	Bacillus subtilis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26386168	ERS1473296	ERX2182500	ERR2125648	1273	Micrococcus lylae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26386918	ERS1473297	ERX2182501	ERR2125649	43767	Rhodococcus hoagii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26387668	ERS1473298	ERX2182502	ERR2125650	1270	Micrococcus luteus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4475686	ERS1374865	ERX2182503	ERR2125651	82985	Pragia fontium	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4504042	ERS1403221	ERX2182504	ERR2125652	36808	Corynebacterium bovis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4475699	ERS1374878	ERX2182505	ERR2125653	1750	Pseudopropionibacterium propionicum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26388418	ERS1473299	ERX2182506	ERR2125654	1275	Kocuria rosea	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26389168	ERS1473300	ERX2182507	ERR2125655	1275	Kocuria rosea	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26389918	ERS1473301	ERX2182508	ERR2125656	202752	Listeria ivanovii subsp. londoniensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26392168	ERS1473304	ERX2182509	ERR2125657	1305	Streptococcus sanguinis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26390668	ERS1473302	ERX2182510	ERR2125658	47884	Pseudomonas taetrolens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26391418	ERS1473303	ERX2182511	ERR2125659	1772	Mycolicibacterium smegmatis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26392918	ERS1473305	ERX2182512	ERR2125660	546	Citrobacter freundii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26393668	ERS1473306	ERX2182513	ERR2125661	39831	Klebsiella pneumoniae subsp. rhinoscleromatis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26394418	ERS1473307	ERX2182514	ERR2125662	158850	Providencia rustigianii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26395168	ERS1473308	ERX2182515	ERR2125663	197575	Haemophilus aegyptius	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26396668	ERS1473310	ERX2182516	ERR2125664	28172	Vibrio metschnikovii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26397418	ERS1473311	ERX2182517	ERR2125665	633	Yersinia pseudotuberculosis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26398168	ERS1473312	ERX2182518	ERR2125666	29581	Janthinobacterium lividum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26398918	ERS1473313	ERX2182519	ERR2125667	758	Rodentibacter pneumotropicus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26399668	ERS1473314	ERX2182520	ERR2125668	536	Chromobacterium violaceum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26400418	ERS1473315	ERX2182521	ERR2125669	536	Chromobacterium violaceum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26401168	ERS1473316	ERX2182522	ERR2125670	536	Chromobacterium violaceum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26401918	ERS1473317	ERX2182523	ERR2125671	476	Moraxella bovis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26402668	ERS1473318	ERX2182524	ERR2125672	727	Haemophilus influenzae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26403418	ERS1473319	ERX2182525	ERR2125673	1639	Listeria monocytogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26404168	ERS1473320	ERX2182526	ERR2125674	1639	Listeria monocytogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26404918	ERS1473321	ERX2182527	ERR2125675	1379	Gemella haemolysans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26405668	ERS1473322	ERX2182528	ERR2125676	733	Haemophilus haemoglobinophilus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26406418	ERS1473323	ERX2182529	ERR2125677	485	Neisseria gonorrhoeae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26407168	ERS1473324	ERX2182530	ERR2125678	1014	Weeksella virosa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37366168	ERS1487936	ERX2182531	ERR2125679	1402	Bacillus licheniformis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37366918	ERS1487937	ERX2182532	ERR2125680	1766	Mycolicibacterium fortuitum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37367668	ERS1487938	ERX2182533	ERR2125681	1648	Erysipelothrix rhusiopathiae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37368418	ERS1487939	ERX2182534	ERR2125682	1270	Micrococcus luteus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37369168	ERS1487940	ERX2182535	ERR2125683	39695	Mycolicibacterium tokaiense	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37369918	ERS1487941	ERX2182536	ERR2125684	720	Actinobacillus lignieresii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37370668	ERS1487942	ERX2182537	ERR2125685	1771	Mycolicibacterium phlei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37371418	ERS1487943	ERX2182538	ERR2125686	1833	Rhodococcus erythropolis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA26395918	ERS1473309	ERX2182539	ERR2125687	569	Hafnia alvei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37372168	ERS1487944	ERX2182540	ERR2125688	35755	Corynebacterium kutscheri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37372918	ERS1487945	ERX2182541	ERR2125689	72000	Kocuria rhizophila	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37373668	ERS1487946	ERX2182542	ERR2125690	99675	Clostridium putrefaciens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37374418	ERS1487947	ERX2182543	ERR2125691	1275	Kocuria rosea	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37375918	ERS1487949	ERX2182544	ERR2125692	1513	Clostridium tetani	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA37377418	ERS1487951	ERX2182545	ERR2125693	43990	Corynebacterium segmentosum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48399418	ERS1502647	ERX2182546	ERR2125694	1648	Erysipelothrix rhusiopathiae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48400168	ERS1502648	ERX2182547	ERR2125695	28139	Rikenella microfusus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48401668	ERS1502650	ERX2182548	ERR2125696	326522	Neisseria animaloris	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48402418	ERS1502651	ERX2182549	ERR2125697	45056	Legionella adelaidensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48403168	ERS1502652	ERX2182550	ERR2125698	260714	Campylobacter insulaenigrae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48403918	ERS1502653	ERX2182551	ERR2125699	56774	[Eubacterium] infirmum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48404668	ERS1502654	ERX2182552	ERR2125700	46503	Parabacteroides merdae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48405418	ERS1502655	ERX2182553	ERR2125701	77917	Fusobacterium naviforme	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48406168	ERS1502656	ERX2182554	ERR2125702	101571	Burkholderia ubonensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48406918	ERS1502657	ERX2182555	ERR2125703	33031	Peptoniphilus lacrimalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48407668	ERS1502658	ERX2182556	ERR2125704	42777	Tsukamurella inchonensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48408418	ERS1502659	ERX2182557	ERR2125705	47312	Tsukamurella pulmonis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48409168	ERS1502660	ERX2182558	ERR2125706	57704	Tsukamurella tyrosinosolvens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48409918	ERS1502661	ERX2182559	ERR2125707	266748	Chryseobacterium antarcticum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48410668	ERS1502662	ERX2182560	ERR2125708	246	Chryseobacterium balustinum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48411418	ERS1502663	ERX2182561	ERR2125709	522262	Staphylococcus rostri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48412168	ERS1502664	ERX2182562	ERR2125710	451751	Clostridium perfringens B	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48412918	ERS1502665	ERX2182563	ERR2125711	153491	Alysiella crassa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48413668	ERS1502666	ERX2182564	ERR2125712	47735	Bibersteinia trehalosi	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48414418	ERS1502667	ERX2182565	ERR2125713	489	Neisseria polysaccharea	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48415168	ERS1502668	ERX2182566	ERR2125714	1255	Pediococcus pentosaceus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48415918	ERS1502669	ERX2182567	ERR2125715	33033	Parvimonas micra	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48416668	ERS1502670	ERX2182568	ERR2125716	33010	Cutibacterium avidum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48417418	ERS1502671	ERX2182569	ERR2125717	91823	Legionella gresilensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48418168	ERS1502672	ERX2182570	ERR2125718	646	Aeromonas sobria	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48418918	ERS1502673	ERX2182571	ERR2125719	118367	Acidipropionibacterium microaerophilum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48419668	ERS1502674	ERX2182572	ERR2125720	119981	Propionibacterium australiense	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA48420418	ERS1502675	ERX2182573	ERR2125721	1749	Acidipropionibacterium jensenii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
